,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,SH_Customer No,state
878,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-03,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
879,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-03,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
960,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-01,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1083,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2013-08,1.295,TO,T101,38734,Bridport Water Treatment Plant,988.5496183206106,55472,tas
1091,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2013-07,2.59,TO,T101,38745,Zeehan Depot,1977.0992366412213,55472,tas
1113,47805,Ben Lomond Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2013-05,1.295,TO,T101,47805,Ben Lomond Water,988.5496183206106,47805,tas
1122,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2013-04,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
1132,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2013-03,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
1152,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2013-01,2.59,TO,T101,38444,Parks & Wildlife Service,1977.0992366412213,38444,tas
1153,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2013-01,2.95,TO,T101,38444,Parks & Wildlife Service,2251.908396946565,38444,tas
1162,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2013-01,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1199,47827,Cradle Mountain Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2012-09,4.0,BOX,T101,51933,QUEENSTOWN WTP,4000.0,47827,tas
1257,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2012-03,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1266,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2012-02,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1274,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2012-01,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1276,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2012-01,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1278,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2012-01,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1285,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2011-12,2.59,TO,T101,38444,Parks & Wildlife Service,1977.0992366412213,38444,tas
1415,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2011-04,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1422,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2011-03,2.58,TO,T101,50947,Harvest Moon,1969.465648854962,50947,tas
1445,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2011-01,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1454,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2011-01,2.59,TO,T101,50947,Harvest Moon,1977.0992366412213,50947,tas
1594,22186,Forestry of Tasmania,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-07,1.295,TO,T101,49587,Forestry of Tasmania c/-,988.5496183206106,22186,tas
1611,46185,AETV Power Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-06,1.0,BOX,T101,46593,AETV POWER STATION,1000.0,46185,tas
1614,22186,Forestry of Tasmania,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-06,1.0,TO,T101,49587,Forestry of Tasmania c/-,763.3587786259542,22186,tas
1621,46185,AETV Power Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-05,1.0,BOX,T101,46593,AETV POWER STATION,1000.0,46185,tas
1624,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-05,2.59,TO,T101,38444,Parks & Wildlife Service,1977.0992366412213,38444,tas
1628,46185,AETV Power Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-05,1.0,BOX,T101,46593,AETV POWER STATION,1000.0,46185,tas
1650,22186,Forestry of Tasmania,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-03,1.0,BOX,T101,22186,Forestry of Tasmania,1000.0,22186,tas
1651,9612,Sustainable Timber Tasmania,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-03,1.0,BOX,T101,47289,De Bruyn's Hobart Depot,1000.0,9612,tas
1654,46185,AETV Power Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L IBC,2010-02,1.0,BOX,T101,46593,AETV POWER STATION,1000.0,46185,tas
1668,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2021-03,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1676,8102,Tas-Isle Trading Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2021-02,1.0,IBC,T101,38766,Tas-Isle Trading Pty Ltd,1000.0,8102,tas
1683,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2021-01,1.29,TO,T101,59531,Ouse Water Treatment Plant,984.732824427481,55472,tas
1692,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2020-12,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1698,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2020-10,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1714,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2020-08,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1723,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2020-05,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1729,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2020-04,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1735,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2020-03,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1742,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2020-01,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1745,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-12,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1749,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-11,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1754,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-09,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1756,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-09,2.62,TO,T101,51530,Dover Factory Store,2000.0,38382,tas
1760,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-08,2.62,TO,T101,51530,Dover Factory Store,2000.0,38382,tas
1764,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-08,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1768,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-06,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1772,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-05,5.24,TO,T101,51530,Dover Factory Store,4000.0,38382,tas
1775,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-04,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1779,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-03,3.93,TO,T101,51530,Dover Factory Store,3000.0,38382,tas
1781,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-02,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1786,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-01,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1787,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2019-01,3.885,TO,T101,51530,Dover Factory Store,2965.648854961832,38382,tas
1793,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-11,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1796,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-10,1.295,TO,T101,51530,Dover Factory Store,988.5496183206106,38382,tas
1797,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-10,1.295,TO,T101,51530,Dover Factory Store,988.5496183206106,38382,tas
1798,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-10,1.295,TO,T101,51530,Dover Factory Store,988.5496183206106,38382,tas
1800,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-10,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1802,38382,Tassal Operations Pty Ltd,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-09,3.885,TO,T101,51530,Dover Factory Store,2965.648854961832,38382,tas
1806,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-09,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1811,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-07,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1822,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-05,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1832,55472,Tas Water,ALUSUL08-1000NR,Liquid Alum Non Returnable IBC (1310 KG),2018-03,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
1850,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,8.0,TO,T101,38739,Dover WTP,6106.8702290076335,55472,tas
1851,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,17.0,TO,T101,38740,Huonville WTP,12977.099236641221,55472,tas
1857,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,3.0,TO,T101,38594,Barrington WTP,2290.0763358778627,55472,tas
1859,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,55472,tas
1865,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,9.0,TO,T101,65238,Longford WTP- BISHOPBOURNE RD,6870.229007633588,55472,tas
1866,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,17.0,TO,T101,39034,BURNIE WWTP,12977.099236641221,55472,tas
1877,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
1878,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,17.0,TO,T101,38616,Chimney Saddle WTP,12977.099236641221,55472,tas
1879,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,7.0,TO,T101,56090,Westbury Water Treatment Plant,5343.511450381679,55472,tas
1887,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
1893,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,17.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,12977.099236641221,8050,tas
1905,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,5.0,TO,T101,53624,Campbell Town WTP,3816.793893129771,55472,tas
1907,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,13.0,TO,T101,38735,Scottsdale WTP,9923.664122137405,55472,tas
1908,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,12.0,TO,T101,38734,Bridport Water Treatment Plant,9160.30534351145,55472,tas
1909,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,17.0,TO,T101,39034,BURNIE WWTP,12977.099236641221,55472,tas
1914,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,20.0,TO,T101,9579,Ridgley  (Burnie WTP),15267.175572519083,55472,tas
1918,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,18.0,TO,T101,38741,Huonville WWTP (Ranelagh),13740.458015267175,55472,tas
1919,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,17.0,TO,T101,38596,Forth Water Treatment Plant,12977.099236641221,55472,tas
1925,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
1926,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,7.0,TO,T101,38740,Huonville WTP,5343.511450381679,55472,tas
1930,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,4.5,TO,T101,40329,East Coast ALUM Milk Run,3435.114503816794,55472,tas
1931,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,9.5,TO,T101,40329,East Coast ALUM Milk Run,7251.908396946565,55472,tas
1932,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,5.2,TO,T101,40329,East Coast ALUM Milk Run,3969.4656488549617,55472,tas
1933,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,6.5,TO,T101,40329,East Coast ALUM Milk Run,4961.832061068702,55472,tas
1934,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,5.2,TO,T101,40329,East Coast ALUM Milk Run,3969.4656488549617,55472,tas
1935,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
1936,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,10.25,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,7824.427480916031,8050,tas
1941,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
1946,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,18.0,TO,T101,38619,Reatta Road Water Treatment Plant,13740.458015267175,55472,tas
1947,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,17.0,TO,T101,39034,BURNIE WWTP,12977.099236641221,55472,tas
1948,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-04,27.0,TO,T101,38616,Chimney Saddle WTP,20610.68702290076,55472,tas
1953,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,24.5,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,18702.290076335878,8050,tas
1954,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,12.05,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9198.473282442748,8050,tas
1955,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
1958,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,27.0,TO,T101,38617,Distillery Creek Water Treatment Pl,20610.68702290076,55472,tas
1966,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,6.0,TO,T101,49712,Cradle Valley WWTP,4580.152671755725,55472,tas
1975,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,20.0,TO,T101,38618,Mt Leslie Water Treatment Plant,15267.175572519083,55472,tas
1977,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,13.0,TO,T101,38583,St Helens WTP,9923.664122137405,55472,tas
1978,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,6.0,TO,T101,41910,St Helens WWTP,4580.152671755725,55472,tas
1984,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,8.0,TO,T101,65238,Longford WTP- BISHOPBOURNE RD,6106.8702290076335,55472,tas
1986,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,12.0,TO,T101,38600,White Hills WTP,9160.30534351145,55472,tas
1987,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,15.0,TO,T101,38596,Forth Water Treatment Plant,11450.381679389313,55472,tas
1996,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,3.9,TO,T101,51933,QUEENSTOWN WTP,2977.099236641221,55472,tas
1997,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,6.5,TO,T101,38743,Strahan,4961.832061068702,55472,tas
1998,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,7.15,TO,T101,40365,Zeehan WTP,5458.015267175572,55472,tas
1999,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,0.65,TO,T101,38744,Tullah WTP,496.1832061068702,55472,tas
2003,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2005,9598,Rio Tinto Aluminium (Bell Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,20.0,TO,T101,38591,Rio Tinto Aluminium - Bell Bay,15267.175572519083,9598,tas
2011,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2016,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,3.25,TO,T101,56602,Deloraine Waste Water Plant,2480.916030534351,55472,tas
2019,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,18.0,TO,T101,38598,Gawler WTP,13740.458015267175,55472,tas
2026,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2036,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,17.0,TO,T101,39034,BURNIE WWTP,12977.099236641221,55472,tas
2048,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,55472,tas
2054,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2068,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,25.0,TO,T101,38740,Huonville WTP,19083.969465648854,55472,tas
2075,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,14.55,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,11106.870229007634,8050,tas
2076,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
2083,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,10.0,TO,T101,38600,White Hills WTP,7633.587786259542,55472,tas
2085,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,17.0,TO,T101,39034,BURNIE WWTP,12977.099236641221,55472,tas
2086,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,27.0,TO,T101,30024,Longford Water Treatment Plant,20610.68702290076,55472,tas
2094,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2095,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
2105,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,25.0,TO,T101,38616,Chimney Saddle WTP,19083.969465648854,55472,tas
2112,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,20.0,TO,T101,9579,Ridgley  (Burnie WTP),15267.175572519083,55472,tas
2117,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,24.3,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,18549.618320610687,8050,tas
2123,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,8.0,TO,T101,38708,Selfs Point WWTP,6106.8702290076335,55472,tas
2126,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,3.0,TO,T101,56602,Deloraine Waste Water Plant,2290.0763358778627,55472,tas
2127,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,5.5,TO,T101,53624,Campbell Town WTP,4198.473282442748,55472,tas
2128,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,8.0,TO,T101,65238,Longford WTP- BISHOPBOURNE RD,6106.8702290076335,55472,tas
2129,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,9.0,TO,T101,38739,Dover WTP,6870.229007633588,55472,tas
2130,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,15.0,TO,T101,38740,Huonville WTP,11450.381679389313,55472,tas
2148,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2149,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,11.7,TO,T101,38598,Gawler WTP,8931.297709923663,55472,tas
2150,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,14.3,TO,T101,38596,Forth Water Treatment Plant,10916.030534351145,55472,tas
2155,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,55472,tas
2157,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,13.0,TO,T101,38734,Bridport Water Treatment Plant,9923.664122137405,55472,tas
2171,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,17.0,TO,T101,39034,BURNIE WWTP,12977.099236641221,55472,tas
2185,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2186,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-02,5.35,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,4083.9694656488546,8050,tas
2187,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-02,13.25,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,10114.503816793893,8050,tas
2204,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-02,25.0,TO,T101,38617,Distillery Creek Water Treatment Pl,19083.969465648854,55472,tas
2205,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-02,20.0,TO,T101,38619,Reatta Road Water Treatment Plant,15267.175572519083,55472,tas
2218,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-02,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,55472,tas
2219,55472,Tas Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-02,23.0,TO,T101,38596,Forth Water Treatment Plant,17557.251908396946,55472,tas
2222,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2021-02,25.0,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,19083.969465648854,8050,tas
