,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
46774,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2017-11,5.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2017-11,75.0,53137,nsw
46775,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2017-11,1.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2017-10,15.0,53137,nsw
46776,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2017-10,2.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2017-10,30.0,53137,nsw
46778,61232,Clear Cover Industries Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2017-09,14.0,PLS,N118,61232,Clear Cover Industries Pty Ltd,2017-08,210.0,61232,nsw
46779,61232,Clear Cover Industries Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2017-08,14.0,PLS,N118,61232,Clear Cover Industries Pty Ltd,2017-08,210.0,61232,nsw
46780,61232,Clear Cover Industries Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2017-08,18.0,PLS,N118,61232,Clear Cover Industries Pty Ltd,2017-08,270.0,61232,nsw
46781,61232,Clear Cover Industries Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2017-08,10.0,PLS,N118,61232,Clear Cover Industries Pty Ltd,2017-07,150.0,61232,nsw
46785,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2017-03,2.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2017-03,30.0,53137,nsw
46786,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2017-03,4.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2017-03,60.0,53137,nsw
46787,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2017-03,2.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2017-03,30.0,53137,nsw
46791,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2017-02,4.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2017-02,60.0,53137,nsw
46795,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2016-12,8.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2016-12,120.0,53137,nsw
46803,38446,PPI Services Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2016-09,5.0,PLS,N118,38446,PPI Services Pty Ltd,2016-09,75.0,38446,nsw
46806,6346,Wagga Wagga City Council,PAC23-15,PAC 23 SOLUTION - 15L,2016-07,5.0,DRM,V305,56099,Oasis Regional Aquatic Centre,2016-07,1000.0,6346,nsw
46809,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2016-06,3.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2016-06,45.0,53137,nsw
46810,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2016-06,2.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2016-06,30.0,53137,nsw
46818,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2016-01,2.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2016-01,30.0,53137,nsw
46829,53137,Robson Civil Projects Pty Limited,PAC23-15,PAC 23 SOLUTION - 15L,2015-06,8.0,PLS,N118,53137,Robson Civil Projects Pty Limited,2015-06,120.0,53137,nsw
