,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
36956,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2017-01,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
36964,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-12,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
36965,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-12,1.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,1000.0,wa
36966,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-12,1.0,BOX,W300,22193,Cape Mentelle Vineyards Ltd,1000.0,wa
36972,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-12,5.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,5000.0,wa
36984,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-11,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
36985,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-11,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
37001,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-11,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37007,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-10,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
37008,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-10,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37025,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-10,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37036,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-09,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37037,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-09,3.0,BOX,W300,59666,DENMARK WTP -W CORP,3000.0,wa
37057,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-08,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
37058,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-08,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37061,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-08,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37063,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-08,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37069,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-07,2.0,BOX,W300,22193,Cape Mentelle Vineyards Ltd,2000.0,wa
37071,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-07,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
37072,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-07,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37087,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-06,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37097,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-05,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
37113,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-05,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37119,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-04,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
37124,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-04,1.0,BOX,W300,22193,Cape Mentelle Vineyards Ltd,1000.0,wa
37132,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-04,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37141,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-03,2.0,BOX,W300,59666,DENMARK WTP -W CORP,2000.0,wa
37144,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-03,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37164,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-02,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37169,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-01,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37170,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-01,2.0,BOX,W300,60171,ALBANY DEPOT-W Corp,2000.0,wa
37173,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2016-01,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37179,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-12,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37199,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-12,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37219,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-11,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37223,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-11,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37233,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-10,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37243,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-09,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37257,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-09,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37268,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-08,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37271,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-07,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37281,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-07,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37282,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-07,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37289,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-06,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37296,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-05,2.0,BOX,W300,41474,Cape Mentelle Vineyards,2000.0,wa
37299,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-05,3.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,3000.0,wa
37302,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-05,1.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,1000.0,wa
37312,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-05,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37320,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-04,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37323,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-04,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37339,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-03,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37353,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-02,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37356,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-02,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37361,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-01,2.0,BOX,W300,41474,Cape Mentelle Vineyards,2000.0,wa
37362,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-01,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37368,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2015-01,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37382,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-12,5.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,5000.0,wa
37385,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-12,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37397,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-11,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37410,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-10,4.0,BOX,W300,50687,MANDURAH NTH-W Corp,4000.0,wa
37414,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-10,3.0,BOX,W300,10079,ALBANY-W Corp,3000.0,wa
37420,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-09,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37424,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-09,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37430,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-08,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37432,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-08,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37444,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-08,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37451,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-07,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37462,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-06,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37463,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-06,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37464,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-06,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37480,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-05,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37481,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-05,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37490,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-04,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37494,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-04,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37497,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-04,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37505,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-03,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37508,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-03,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37509,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-03,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37516,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-02,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37517,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-02,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37526,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-01,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37527,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-01,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37536,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-01,1.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,1000.0,wa
37540,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-01,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37544,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2014-01,1.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,1000.0,wa
37549,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-12,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37555,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-12,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37563,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-11,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37579,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-11,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37583,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-10,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37594,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-10,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37600,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-09,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37605,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-09,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37617,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-08,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37622,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-08,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37626,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-08,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37637,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-07,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37641,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-07,2.0,BOX,W300,10079,ALBANY-W Corp,2000.0,wa
37657,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-06,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37664,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-05,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37668,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-05,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37680,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-05,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37681,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-05,1.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,1000.0,wa
37693,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37694,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37695,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37696,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37701,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37704,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,1.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,1000.0,wa
37707,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37709,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-04,2.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,2000.0,wa
37712,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-03,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37730,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-02,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37732,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-02,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37733,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-02,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37740,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-01,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37745,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2013-01,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37755,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-12,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37759,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-12,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37770,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-12,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37775,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-11,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37784,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-11,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37785,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-11,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37808,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-10,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37814,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-09,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37828,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-08,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37835,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-08,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37838,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-08,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37848,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-07,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37857,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-06,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37868,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-06,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37873,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-06,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37874,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-06,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37884,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-05,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37890,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-05,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37894,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-05,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37895,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-04,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37910,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-04,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
37911,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-04,4.0,BOX,W300,33699,MANDURAH DEPOT-W Corp,4000.0,wa
37921,22193,Cape Mentelle Vineyards Ltd,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-03,1.0,BOX,W300,41474,Cape Mentelle Vineyards,1000.0,wa
37924,10071,Water Corporation WA - Main account,MHL-1500SC,"Magnesium Hydroxide Liquid, 1500kg box",2012-03,1.0,BOX,W300,10079,ALBANY-W Corp,1000.0,wa
